File,Start Line,End Line,Api,Type,Tips
RFMHollDataset.py,146,146,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMHollDataset.py,147,147,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMHollDataset.py,153,153,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMHollDataset.py,184,184,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
RFMHollDataset.py,194,194,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
RFMHollDataset.py,195,195,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
RFMHollDataset.py,196,196,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
RFMWoWDataset.py,12,12,torch.nn.functional.pad,SUPPORTED,"The corresponding api of ""torch.nn.functional.pad"" is ""mindspore.nn.Pad"", will be converted to ""x2ms_adapter.nn_functional.x2ms_pad"" by x2mindspore."
RFMWoWDataset.py,14,14,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
RFMWoWDataset.py,21,21,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
RFMWoWDataset.py,21,21,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMWoWDataset.py,88,88,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMWoWDataset.py,109,109,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMWoWDataset.py,121,121,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMWoWDataset.py,122,122,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMWoWDataset.py,129,129,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMWoWDataset.py,144,144,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMWoWDataset.py,147,147,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMWoWDataset.py,157,157,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMWoWDataset.py,159,159,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMWoWDataset.py,165,165,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
RFMWoWDataset.py,205,205,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
RFMWoWDataset.py,215,215,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
RFMWoWDataset.py,216,216,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
RFMWoWDataset.py,217,217,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
Run_RFM_Holl.py,13,13,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
Run_RFM_Holl.py,14,14,torch.distributed.init_process_group,SUPPORTED,"The corresponding api of ""torch.distributed.init_process_group"" is ""mindspore.communication.init"", will be converted to ""x2ms_distributed.init_process_group"" by x2mindspore."
Run_RFM_Holl.py,19,19,torch.__version__,SUPPORTED,"""torch.__version__"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.__version__"" by x2mindspore."
Run_RFM_Holl.py,45,45,torch.optim.Adam,SUPPORTED,"The corresponding api of ""torch.optim.Adam"" is ""mindspore.nn.Adam"", will be converted to ""optim_register.adam"" by x2mindspore."
Run_RFM_Holl.py,77,77,torch.__version__,SUPPORTED,"""torch.__version__"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.__version__"" by x2mindspore."
Run_RFM_WoW.py,14,14,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
Run_RFM_WoW.py,15,15,torch.distributed.init_process_group,SUPPORTED,"The corresponding api of ""torch.distributed.init_process_group"" is ""mindspore.communication.init"", will be converted to ""x2ms_distributed.init_process_group"" by x2mindspore."
Run_RFM_WoW.py,20,20,torch.__version__,SUPPORTED,"""torch.__version__"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.__version__"" by x2mindspore."
Run_RFM_WoW.py,55,55,torch.optim.Adam,SUPPORTED,"The corresponding api of ""torch.optim.Adam"" is ""mindspore.nn.Adam"", will be converted to ""optim_register.adam"" by x2mindspore."
Run_RFM_WoW.py,92,92,torch.__version__,SUPPORTED,"""torch.__version__"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.__version__"" by x2mindspore."
Utils.py,19,19,torch.manual_seed,SUPPORTED,"""torch.manual_seed"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.set_seed"" by x2mindspore."
Utils.py,21,21,torch.cuda.manual_seed,SUPPORTED,"""torch.cuda.manual_seed"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.set_seed"" by x2mindspore."
Utils.py,22,22,torch.cuda.manual_seed_all,SUPPORTED,"""torch.cuda.manual_seed_all"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.set_seed"" by x2mindspore."
Utils.py,39,39,torch.arange,SUPPORTED,"The corresponding api of ""torch.arange"" is ""mindspore.numpy.arange"", will be converted to ""x2ms_adapter.arange"" by x2mindspore."
Utils.py,43,43,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
Utils.py,50,50,torch.arange,SUPPORTED,"The corresponding api of ""torch.arange"" is ""mindspore.numpy.arange"", will be converted to ""x2ms_adapter.arange"" by x2mindspore."
Utils.py,51,51,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
Utils.py,80,80,torch.ones,SUPPORTED,"The corresponding api of ""torch.ones"" is ""mindspore.ops.Ones"", will be converted to ""x2ms_adapter.ones"" by x2mindspore."
Utils.py,81,81,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
Utils.py,124,124,torch.bernoulli,SUPPORTED,"""torch.bernoulli"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.bernoulli"" by x2mindspore."
Utils.py,152,152,torch.topk,SUPPORTED,"The corresponding api of ""torch.topk"" is ""mindspore.ops.TopK"", will be converted to ""x2ms_adapter.topk"" by x2mindspore."
Utils.py,155,155,torch.max,SUPPORTED,"The corresponding api of ""torch.max"" is ""mindspore.ops.ArgMaxWithValue"", will be converted to ""x2ms_adapter.x2ms_max"" by x2mindspore."
Utils.py,163,163,torch.bmm,SUPPORTED,"The corresponding api of ""torch.bmm"" is ""mindspore.ops.BatchMatMul"", will be converted to ""x2ms_adapter.bmm"" by x2mindspore."
Utils.py,166,166,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
Utils.py,252,252,torch.bmm,SUPPORTED,"The corresponding api of ""torch.bmm"" is ""mindspore.ops.BatchMatMul"", will be converted to ""x2ms_adapter.bmm"" by x2mindspore."
data\Utils.py,35,35,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
data\Utils.py,47,47,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
data\Utils.py,63,63,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
data\Utils.py,67,67,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
data\Utils.py,77,77,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
data\Utils.py,78,78,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
data\Utils.py,87,87,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
data\Utils.py,88,88,torch.ones,SUPPORTED,"The corresponding api of ""torch.ones"" is ""mindspore.ops.Ones"", will be converted to ""x2ms_adapter.ones"" by x2mindspore."
data\Utils.py,111,111,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
data\Utils.py,113,113,torch.full,SUPPORTED,"The corresponding api of ""torch.full"" is ""mindspore.numpy.full"", will be converted to ""x2ms_adapter.full"" by x2mindspore."
data\Utils.py,126,126,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
data\Utils.py,138,138,torch.Tensor,SUPPORTED,"The corresponding api of ""torch.Tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.Tensor"" by x2mindspore."
data\Utils.py,157,157,torch.Tensor,SUPPORTED,"The corresponding api of ""torch.Tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.Tensor"" by x2mindspore."
data\Utils.py,158,158,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
data\Utils.py,204,204,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
data\Utils.py,205,205,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
modules\BilinearAttention.py,6,6,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
modules\BilinearAttention.py,9,9,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
modules\BilinearAttention.py,10,10,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
modules\BilinearAttention.py,11,11,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
modules\BilinearAttention.py,17,17,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
modules\BilinearAttention.py,30,30,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
modules\BilinearAttention.py,41,41,torch.bmm,SUPPORTED,"The corresponding api of ""torch.bmm"" is ""mindspore.ops.BatchMatMul"", will be converted to ""x2ms_adapter.bmm"" by x2mindspore."
modules\Generations.py,41,41,torch.nn.functional.softmax,SUPPORTED,"The corresponding api of ""torch.nn.functional.softmax"" is ""mindspore.ops.Softmax"", will be converted to ""x2ms_adapter.nn_functional.softmax"" by x2mindspore."
modules\Generations.py,61,61,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
modules\Generations.py,63,63,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
modules\Generations.py,119,119,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
modules\Generations.py,122,122,torch.cat,SUPPORTED,"The corresponding api of ""torch.cat"" is ""mindspore.ops.Concat"", will be converted to ""x2ms_adapter.cat"" by x2mindspore."
modules\Highway.py,4,4,torch.nn.Module,SUPPORTED,"The corresponding api of ""torch.nn.Module"" is ""mindspore.nn.Cell"", will be converted to ""nn.Cell"" by x2mindspore."
modules\Highway.py,5,5,torch.tanh,SUPPORTED,"The corresponding api of ""torch.tanh"" is ""mindspore.ops.Tanh"", will be converted to ""x2ms_adapter.tanh"" by x2mindspore."
modules\Highway.py,11,11,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
modules\Highway.py,11,11,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
modules\Highway.py,13,13,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
modules\Highway.py,13,13,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
modules\Highway.py,15,15,torch.nn.ModuleList,SUPPORTED,"The corresponding api of ""torch.nn.ModuleList"" is ""mindspore.nn.CellList"", will be converted to ""x2ms_nn.ModuleList"" by x2mindspore."
modules\Highway.py,15,15,torch.nn.Linear,SUPPORTED,"The corresponding api of ""torch.nn.Linear"" is ""mindspore.nn.Dense"", will be converted to ""x2ms_nn.Linear"" by x2mindspore."
modules\Highway.py,29,29,torch.sigmoid,SUPPORTED,"The corresponding api of ""torch.sigmoid"" is ""mindspore.ops.Sigmoid"", will be converted to ""x2ms_adapter.sigmoid"" by x2mindspore."
modules\Utils.py,21,21,torch.min,SUPPORTED,"The corresponding api of ""torch.min"" is ""mindspore.ops.ArgMinWithValue"", will be converted to ""x2ms_adapter.x2ms_min"" by x2mindspore."
modules\Utils.py,23,23,torch.max,SUPPORTED,"The corresponding api of ""torch.max"" is ""mindspore.ops.ArgMaxWithValue"", will be converted to ""x2ms_adapter.x2ms_max"" by x2mindspore."
modules\Utils.py,25,25,torch.clamp,SUPPORTED,"The corresponding api of ""torch.clamp"" is ""mindspore.ops.clip_by_value"", will be converted to ""x2ms_adapter.clamp"" by x2mindspore."
modules\Utils.py,51,51,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
modules\Utils.py,59,59,torch.sum,SUPPORTED,"The corresponding api of ""torch.sum"" is ""mindspore.ops.ReduceSum"", will be converted to ""x2ms_adapter.x2ms_sum"" by x2mindspore."
modules\Utils.py,63,63,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
modules\Utils.py,64,64,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
modules\Utils.py,71,71,torch.nn.Embedding,SUPPORTED,"The corresponding api of ""torch.nn.Embedding"" is ""mindspore.nn.Embedding"", will be converted to ""x2ms_nn.Embedding"" by x2mindspore."
modules\Utils.py,86,86,torch.zeros,SUPPORTED,"The corresponding api of ""torch.zeros"" is ""mindspore.ops.Zeros"", will be converted to ""x2ms_adapter.zeros"" by x2mindspore."
modules\Utils.py,92,92,torch.Tensor,SUPPORTED,"The corresponding api of ""torch.Tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.Tensor"" by x2mindspore."
modules\Utils.py,95,95,torch.Tensor,SUPPORTED,"The corresponding api of ""torch.Tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.Tensor"" by x2mindspore."
modules\Utils.py,123,123,torch.tensor,SUPPORTED,"The corresponding api of ""torch.tensor"" is ""mindspore.Tensor"", will be converted to ""x2ms_adapter.x2ms_tensor"" by x2mindspore."
modules\Utils.py,124,124,torch.cuda.is_available,SUPPORTED,"""torch.cuda.is_available"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.is_cuda_available"" by x2mindspore."
modules\Utils.py,136,136,torch.sort,SUPPORTED,"The corresponding api of ""torch.sort"" is ""mindspore.ops.Sort"", will be converted to ""x2ms_adapter.sort"" by x2mindspore."
modules\Utils.py,145,145,torch.nn.utils.rnn.pack_padded_sequence,SUPPORTED,"""torch.nn.utils.rnn.pack_padded_sequence"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.pack_padded_sequence"" by x2mindspore."
modules\Utils.py,149,149,torch.nn.utils.rnn.pad_packed_sequence,SUPPORTED,"""torch.nn.utils.rnn.pad_packed_sequence"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_nn.pad_packed_sequence"" by x2mindspore."
modules\Utils.py,152,152,torch.sort,SUPPORTED,"The corresponding api of ""torch.sort"" is ""mindspore.ops.Sort"", will be converted to ""x2ms_adapter.sort"" by x2mindspore."
modules\Utils.py,179,179,torch.FloatTensor,SUPPORTED,"""torch.FloatTensor"" has no corresponding api in MindSpore, will be converted to adapted api ""x2ms_adapter.FloatTensor"" by x2mindspore."
modules\Utils.py,197,197,torch.triu,SUPPORTED,"The corresponding api of ""torch.triu"" is ""mindspore.nn.Triu"", will be converted to ""x2ms_adapter.triu"" by x2mindspore."
modules\Utils.py,198,198,torch.ones,SUPPORTED,"The corresponding api of ""torch.ones"" is ""mindspore.ops.Ones"", will be converted to ""x2ms_adapter.ones"" by x2mindspore."
modules\Utils.py,198,198,torch.uint8,SUPPORTED,"""torch.uint8"" has no corresponding api in MindSpore, will be converted to adapted api ""mindspore.uint8"" by x2mindspore."
